rt,trans,trial_type,number,letter,choice,correct,too_slow,trial_start,stim_appear,experiment_time
10.8691127540078,1,1,1,A,0,99,1,152482.857027588,152485.154079362,152497.051192697
1.11102685402147,1,1,8,M,1,1,1,152497.1337006,152499.155860482,152501.285676552
1.38868338000611,1,1,9,U,0,1,1,152501.327180973,152503.370951545,152505.770488643
1.3051492270024,2,2,6,A,0,1,1,152505.797454208,152507.826047667,152510.155971857
1.40342342300573,3,3,2,U,1,1,1,152510.234993174,152512.274580684,152514.712074926
10.7036784140219,3,1,8,G,1,99,1,152514.729720892,152516.761413207,152528.481489508
1.22482219498488,3,3,3,K,0,1,1,152528.490044196,152530.520497113,152532.766718005
1.15630706900265,3,2,6,R,1,0,1,152532.7794214,152534.804097221,152536.984258684
1.55778787101735,3,3,1,M,0,1,1,152536.993742376,152539.023197449,152541.603898013
1.09012024701224,3,1,8,U,0,0,1,152541.614220342,152543.641482965,152545.756053366
1.1248360540194,1,1,6,I,1,1,1,152545.764019066,152547.796017639,152549.940453558
1.103181856015,2,2,1,K,1,1,1,152549.949035415,152551.979303014,152554.093986745
0.674795803992311,2,1,4,R,1,1,1,152554.104710553,152556.133425348,152557.828081519
0.942147077992558,2,2,7,U,0,1,1,152557.837118859,152559.867990998,152561.82988724
0.86821549400338,1,2,6,R,0,1,1,152561.838547216,152563.870655601,152565.747905475
1.16241629500291,2,1,7,G,0,1,1,152565.756120552,152567.789524965,152569.967102557
1.54874455500976,2,2,2,U,1,1,1,152569.975426997,152572.00688261,152574.570140632
2.44733731399174,2,1,7,K,0,1,1,152574.579015305,152576.608765071,152580.0717084
1.34179212999879,3,3,2,G,0,1,1,152580.079544257,152582.11085104,152584.474300552
1.60471154199331,1,3,4,R,0,1,1,152584.48377668,152586.512916317,152589.125893781
1.15334295999492,3,2,6,M,0,1,1,152589.137144486,152591.164051213,152593.327752378
1.04066524200607,2,1,1,G,0,1,1,152593.335914333,152595.36699595,152597.430241347
1.91570242599119,1,1,3,U,0,1,1,152597.439000701,152599.469651029,152602.398780189
2.28771279202192,2,2,7,I,0,1,1,152602.407235771,152604.437707199,152607.735048223
1.87277563498355,1,2,9,U,0,1,1,152607.743182079,152609.775039197,152612.670275274
3.29159311499097,1,2,7,M,0,1,1,152612.678457601,152614.70863839,152619.024196391
