rt,trans,trial_type,number,letter,choice,correct,too_slow,trial_start,stim_appear,experiment_time
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,A,NaN,NaN,NaN,NaN,NaN,NaN
