rt,trans,trial_type,number,letter,choice,correct,too_slow,trial_start,stim_appear,experiment_time
7.8567218370008,1,1,1,A,1,99,1,94282.232307847,94284.53475185,94293.413557088
0.931194293007138,1,1,8,M,0,0,1,94293.513319102,94295.547977357,94297.497873465
1.87907221599016,1,1,9,U,0,1,1,94297.549591391,94299.616111993,94302.516572155
2.92556451099517,2,2,6,A,0,1,1,94302.546188995,94304.58561752,94308.535324884
4.85658014100045,3,3,2,U,1,1,1,94308.605941024,94310.6546361,94316.529756138
4.77165303500078,3,1,8,G,1,1,1,94316.548207596,94318.578280494,94324.361186976
1.69237470500229,3,3,3,K,1,0,1,94324.370163426,94326.402541982,94329.112099068
1.15173914900515,3,2,6,R,0,1,1,94329.121722813,94331.149118907,94333.313993422
1.4505423699884,3,3,1,M,0,1,1,94333.323555851,94335.35419198,94337.81644241
2.03493622499809,3,1,8,U,1,1,1,94337.827066238,94339.856376425,94342.904519611
0.79150564999145,1,1,6,I,1,1,1,94342.913094549,94344.940025578,94346.754789145
2.2449767109938,2,2,1,K,1,1,1,94346.763574979,94348.793849345,94352.056085111
1.38388230300916,2,1,4,R,1,1,1,94352.064561277,94354.093657753,94356.493289542
1.11716592899757,2,2,7,U,0,1,1,94356.501971737,94358.530123527,94360.66043843
0.976610072000767,1,2,6,R,0,1,1,94360.670201259,94362.698111303,94364.696147797
1.38844890901237,2,1,7,G,0,1,1,94364.707137564,94366.732773677,94369.13115258
0.85087319399463,2,2,2,U,1,1,1,94369.140244088,94371.168852107,94373.034597958
1.41524853100418,2,1,7,K,1,0,1,94373.046241629,94375.071587628,94377.501908237
1.62265252199722,3,3,2,G,0,1,1,94377.510486808,94379.540394638,94382.170131558
1.17133184800332,1,3,4,R,0,1,1,94382.17872346,94384.210877589,94386.389215485
0.916464367008302,3,2,6,M,0,1,1,94386.397894867,94388.429100286,94390.35802987
1.27756919199601,2,1,1,G,0,1,1,94390.366141883,94392.396290339,94394.693327584
0.929229336994467,1,1,3,U,0,1,1,94394.703517154,94396.72921801,94398.678944934
0.904148564004572,2,2,7,I,0,1,1,94398.687554662,94400.717735381,94402.630674924
0.733672360001947,1,2,9,U,0,1,1,94402.638771738,94404.668689377,94406.416389667
0.610558350002975,1,2,7,M,0,1,1,94406.424682071,94408.452136832,94410.084072427
1.07435496499238,3,3,4,A,1,1,1,94410.092202775,94412.122782043,94414.219990401
1.13219098499394,3,1,3,M,0,1,1,94414.228599036,94416.257242156,94418.404515886
1.88007062100223,3,3,8,E,1,1,1,94418.413114167,94420.442007122,94423.339431977
1.38544074200036,1,3,7,U,1,1,1,94423.347874523,94425.381786442,94427.779112693
1.13659633899806,1,3,3,G,0,1,1,94427.790811464,94429.813523587,94431.960362196
1.177711996992,1,3,8,I,1,1,1,94431.969500447,94433.997676575,94436.196264795
0.872914346997277,1,3,6,R,0,1,1,94436.205812293,94438.236794529,94440.131399484
0.767830045995652,1,3,3,E,1,1,1,94440.140224237,94442.170763215,94443.950845346
1.99067786599335,3,1,6,I,1,1,1,94443.959975375,94445.986254831,94448.988482924
0.81003903200326,1,1,1,U,0,1,1,94449.001196151,94451.024981308,94452.854691712
0.96294170699548,2,2,8,R,0,1,1,94452.863289328,94454.893223,94456.873398606
1.21897358800925,3,3,7,A,1,1,1,94456.882714917,94458.910232888,94461.141395014
1.02532308999798,3,2,9,E,0,1,1,94461.153067442,94463.178843261,94465.226240136
0.666614315996412,1,2,8,A,0,1,1,94465.234985934,94467.264496777,94468.945745864
0.891874798995559,1,2,1,E,1,1,1,94468.953983761,94470.98431688,94472.897497969
1.95855939699686,2,1,9,K,0,1,1,94472.906170335,94474.934259763,94477.915443803
1.71027102399967,3,3,7,R,0,1,1,94477.924278237,94479.952277748,94482.684851698
1.10155719499744,3,2,3,M,1,1,1,94482.693161922,94484.723045021,94486.838549988
0.874908797006356,2,1,8,U,1,1,1,94486.847142987,94488.875464079,94490.772214294
0.65571403800277,1,1,7,E,0,1,1,94490.781482113,94492.810424561,94494.474450328
